DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.32.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.493627ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_60, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.005625ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.112895ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.052970ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.010263ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=0.153616ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.092369ms, SerializeExports=0.073828ms, SerializeBulkData=0.009604ms, AsyncWrite=0.055619ms, UnaccountedTime=0.130773ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_61, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorAttract.uasset, FlushAsyncLoading=0.013240ms, FlushStreamingFunc=0.005960ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.120182ms, TagPackageExports=0.084754ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.045024ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005297ms, SerializeSummary=0.013243ms, SerializeNames=0.054624ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.020858ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.222810ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.026483ms, SerializeBulkData=0.008278ms, AsyncWrite=0.058599ms, UnaccountedTime=0.098661ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_62, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorOverview.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.091378ms, TagPackageExports=0.172820ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.167523ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.140045ms, SerializeSummary=0.012249ms, SerializeNames=0.077803ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.025161ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.403903ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.109915ms, SerializeExports=0.189040ms, SerializeBulkData=0.009604ms, AsyncWrite=0.082437ms, UnaccountedTime=1.303751ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_162, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.29-16.32.29, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_63, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/TutorialAssets/icon_tab_Levels_40x.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.050656ms, BeginCacheForCookedPlatformData=0.035092ms, SerializeImports=0.052638ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.009932ms, SerializeNames=0.020858ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.155605ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.048004ms, SerializeBulkData=0.007946ms, AsyncWrite=0.052970ms, UnaccountedTime=0.144348ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.29-16.32.29, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.133090ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_64, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/ContentIntroCurve.uasset, FlushAsyncLoading=0.007287ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.076145ms, TagPackageExports=0.009272ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.016224ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007614ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.066545ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.008941ms, SerializeBulkData=0.006951ms, AsyncWrite=0.091705ms, UnaccountedTime=0.068203ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_65, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/MaskedUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.072174ms, TagPackageExports=0.010926ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.021517ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.006288ms, SerializeNames=0.027150ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.318162ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.012249ms, SerializeBulkData=0.007614ms, AsyncWrite=0.046350ms, UnaccountedTime=0.071842ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_66, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultSpriteMaterial.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.113886ms, TagPackageExports=0.170834ms, BeginCacheForCookedPlatformData=0.007942ms, SerializeImports=0.199966ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.006292ms, SerializeSummary=0.009932ms, SerializeNames=0.081774ms, SerializeGatherableTextData=0.002977ms, BuildExportMap=0.084758ms, SortExportsNonSeekfree=0.040058ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=1.071013ms, SortExportsSeekfree=0.008937ms, BuildDependencyMap=0.013247ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021517ms, SerializeExports=0.225462ms, SerializeBulkData=0.010923ms, AsyncWrite=0.089057ms, UnaccountedTime=36.844479ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_67, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySpriteTexture.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.085749ms, TagPackageExports=0.007942ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_163, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.29-16.32.29, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.29-16.32.29, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.114549ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_68, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/PlaceholderTextures/DummySpriteTexture.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.072505ms, TagPackageExports=0.048339ms, BeginCacheForCookedPlatformData=0.033766ms, SerializeImports=0.050988ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003312ms, SerializeSummary=0.008609ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.151299ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.047013ms, SerializeBulkData=0.015892ms, AsyncWrite=0.056613ms, UnaccountedTime=0.399269ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__61F5CC0CCE5D9CD95B83AA1CB53B0B5FE41AC847, StartTime=2015.11.29-16.32.29, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.169173ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_69, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/OpaqueUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.107598ms, TagPackageExports=0.086408ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.108588ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004634ms, SerializeSummary=0.010595ms, SerializeNames=0.042047ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.423439ms, SortExportsSeekfree=0.004638ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.134084ms, SerializeBulkData=0.009272ms, AsyncWrite=0.064228ms, UnaccountedTime=27.859234ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_70, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultPaperTerrainMaterial.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.006288ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.118852ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.024829ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.010591ms, SerializeNames=0.085417ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.013903ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.233736ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.011258ms, SerializeBulkData=0.007614ms, AsyncWrite=0.053633ms, UnaccountedTime=0.076145ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_71, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySprite.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.298627ms, TagPackageExports=0.021186ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.039395ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.010263ms, SerializeNames=0.117533ms, SerializeGatherableTextData=0.003971ms, BuildExportMap=0.022512ms, SortExportsNonSeekfree=0.006955ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.682667ms, SortExportsSeekfree=0.007283ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.026487ms, SerializeBulkData=0.008937ms, AsyncWrite=0.072174ms, UnaccountedTime=0.100974ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_72, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_CapsuleMesh.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.076808ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.063896ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003975ms, SerializeSummary=0.008274ms, SerializeNames=0.028141ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.014566ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.591952ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.007942ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.077471ms, SerializeBulkData=0.009600ms, AsyncWrite=0.067204ms, UnaccountedTime=0.096343ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_73, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TorusMesh.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.100978ms, TagPackageExports=0.047345ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.062570ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004303ms, SerializeSummary=0.007614ms, SerializeNames=0.027478ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.013575ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.407215ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010267ms, SerializeExports=0.115871ms, SerializeBulkData=0.009932ms, AsyncWrite=1.492795ms, UnaccountedTime=14.960404ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_74, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_HandColor.uasset, FlushAsyncLoading=0.014234ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.169508ms, TagPackageExports=0.243999ms, BeginCacheForCookedPlatformData=0.007614ms, SerializeImports=0.324450ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.003971ms, SerializeSummary=0.010595ms, SerializeNames=0.053965ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.037745ms, SortExportsNonSeekfree=0.008937ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.629693ms, SortExportsSeekfree=0.027478ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.426419ms, SerializeBulkData=0.010926ms, AsyncWrite=0.130113ms, UnaccountedTime=0.106271ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_75, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_PassthroughMaterial.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.147659ms, TagPackageExports=1.063727ms, BeginCacheForCookedPlatformData=0.015561ms, SerializeImports=1.306403ms, GatherLocalizableTextData=0.012580ms, MarkNames=0.016555ms, SerializeSummary=0.012249ms, SerializeNames=0.140704ms, SerializeGatherableTextData=0.002649ms, BuildExportMap=0.162888ms, SortExportsNonSeekfree=0.787947ms, SortExportsSeekfreeConstructor=0.016883ms, SortExportsSeekfreeInner=2.874684ms, SortExportsSeekfree=0.011589ms, BuildDependencyMap=0.033766ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.010926ms, SerializeDependencyMap=0.005297ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022843ms, SerializeExports=0.460189ms, SerializeBulkData=0.011254ms, AsyncWrite=0.075813ms, UnaccountedTime=2.720404ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_164, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.29-16.32.30, HierarchicalDDC, Duration=0.012584ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.29-16.32.30, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.110909ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_76, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_SampleDistortion.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.083100ms, TagPackageExports=0.054955ms, BeginCacheForCookedPlatformData=0.034101ms, SerializeImports=0.060584ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.009932ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.626385ms, SortExportsSeekfree=0.005960ms, BuildDependencyMap=0.009269ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017874ms, SerializeExports=0.091046ms, SerializeBulkData=0.009932ms, AsyncWrite=0.079125ms, UnaccountedTime=0.164542ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_165, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.29-16.32.30, HierarchicalDDC, Duration=0.010926ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_77, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TestTexture.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.110906ms, TagPackageExports=0.082105ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.009272ms, SerializeNames=0.013571ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009604ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.163216ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020195ms, SerializeExports=0.048667ms, SerializeBulkData=0.029135ms, AsyncWrite=0.104949ms, UnaccountedTime=0.172488ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.29-16.32.30, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.152953ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__614A182FD2985EA1A7A5E75550916356986F8024, StartTime=2015.11.29-16.32.30, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.818737ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
